name,code,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,tsvData.mapcolor7,tsvData.mapcolor8,tsvData.mapcolor9,tsvData.mapcolor13,population,iso_a3,iso_n3,continent,subregion,region,average
"England","",157.00215434207294,155.62214913904043,155.78311812702046,155.1092780943747,150.33011205313713,148.29158295690681,148.05100807824905,145.70712906635325,145.72468319866994,142.73804176277437,141.10298647973283,138.11660807115231,136.77983801479832,137.59326338876602,136.24048768583887,137.05335521642098,137.90389408672729,137.21943143256166,,,,,,"",,"","","",144.79828451081096
"Equatorial Guinea","GNQ",119.404172375221,115.9346702130355,112.17669158067875,111.6446124430653,109.3705694100037,109.4058367531199,112.03454044403453,111.70668703591708,111.75713897352566,112.58383227418754,112.22016842107887,110.98501533384815,111.32640773809,111.03419058805821,112.32479646923461,112.761542954377,113.16965372127314,112.34778746908728,4,1,4,8,650702,"GNQ",226,"Africa","Middle Africa","Sub-Saharan Africa",112.34379523321313
"Eritrea","ERI",192.1336956839165,195.05167860444976,192.21754665256191,190.65399428441339,188.7639676146097,186.09980871365539,184.79017621119254,181.66558183969761,178.70747651243985,175.86343309630067,174.75842834176456,171.94052236281885,169.12362475324144,166.63938402262704,164.709774587864,164.96588677683965,162.4895490881957,159.75897667680829,3,1,2,12,5647168,"ERI",232,"Africa","Eastern Africa","Sub-Saharan Africa",177.79630587907761
"Estonia","EST",151.79501412167954,147.010580004917,147.1687796690031,150.27727817016631,151.76257871798009,153.08870296249611,156.14081517074553,158.20964174668757,152.6837165649103,150.09379082082009,143.71837611472827,142.78680286637459,143.12113720607059,140.71550679017221,141.01385144487466,135.88315381419727,132.0601637965726,130.10686606685869,3,2,1,10,1299371,"EST",233,"Europe","Northern Europe","Europe & Central Asia",145.97981978051413
"Eswatini","SWZ",184.495927168944,188.47796534387041,192.14811351605522,192.82556310009238,192.55558575558138,191.74543061989809,188.83147120682679,186.44687707272521,185.62170408295157,184.87794317424627,182.48221557880365,179.54738679190345,177.80470865320848,175.37380515045459,170.4352748501843,163.638586663914,157.58004474247616,151.85728254116052,3,6,2,5,1123913,"SWZ",748,"Africa","Southern Africa","Sub-Saharan Africa",180.37477144518314
"Ethiopia","ETH",124.84295264422038,121.71418699776099,118.76800209937703,116.53903576655247,114.77647974179942,112.57408966627153,111.20122851915478,109.88899000008041,108.98882244870964,108.58669600034847,107.60221476691697,106.43743730773137,104.93150887490184,103.67154420033366,102.74132095143668,101.94037039869139,101.42313905376959,101.56201234571412,4,4,1,13,85237338,"ETH",231,"Africa","Eastern Africa","Sub-Saharan Africa",109.89944621020949
"Fiji","FJI",97.845660858231255,96.211245376648918,96.636883808896016,98.865708756245255,98.914263955868137,100.19518287449428,102.23748087897106,104.59416993610344,105.54688670954572,105.09551788563039,106.00089944176514,106.53100018249476,107.22952502613344,107.63153089064885,107.55006262592762,107.76931067953753,108.16108174988427,108.1309643963873,5,1,2,2,944720,"FJI",242,"Oceania","Melanesia","East Asia & Pacific",103.61929866852296
"Finland","FIN",127.04048144053934,123.99623915587915,122.47854170639994,120.99878788643201,121.49983586365364,119.86032991046051,116.78095144721401,116.64907329780351,115.8845867431419,115.001178906671,114.175754533089,111.99005311905621,111.25099493233205,110.26806100880421,107.69579009487227,105.69096041771644,106.25884381516298,106.96491544265095,4,1,4,6,5250275,"FIN",246,"Europe","Northern Europe","Europe & Central Asia",115.24918776232661
"France","FRA",162.13297500127263,162.22218943209168,161.87797517951566,160.59202615584019,154.299795705475,153.95910850156636,151.73640787505542,149.17395576369989,148.48247791320213,148.42597248373085,146.10662259806264,144.53919295480233,142.3430649452132,139.72868201877952,136.53247259680109,135.26171861183869,132.81354720184018,131.86424485970866,7,5,9,11,64057792,"FRA",250,"Europe","Western Europe","Europe & Central Asia",147.89402387769422
"Gabon","GAB",135.455944153822,136.09804166733764,134.35072182167687,135.2258049551325,135.10296003571435,134.00449207995015,134.24207102530224,132.32938318297971,131.77964668930488,129.77707378904898,126.93632979440693,126.26239455351235,125.17977142558875,123.64569106503457,123.20176676309461,123.10626031206812,122.59923747219084,121.83041491915384,6,2,5,5,1514993,"GAB",266,"Africa","Middle Africa","Sub-Saharan Africa",129.5071114280733
"Gambia","GMB",110.20355014644706,110.944177019999,111.37722203308348,111.82848685536649,112.81439825043385,113.19785145599896,113.46645649458358,113.60953831298218,113.32368407243625,113.13252833227573,112.87253075107097,112.8634287739424,113.28106213739737,113.24649694517751,113.03188435980121,112.78045628032318,112.21507279929423,111.4028480506372,1,4,1,8,1782893,"GMB",270,"Africa","Western Africa","Sub-Saharan Africa",112.53287072618059
"Georgia","GEO",82.356303159186808,85.0002287244491,92.543158680263929,96.050143456498716,97.033370965627469,95.855701878166386,96.365398191295711,98.347419739479562,106.33299635617334,114.49551657594411,118.92242418917218,123.50657734443681,129.03524982378204,129.32762245986626,133.49365155421867,139.15532146477079,139.27283248247505,137.84483318360159,5,1,3,2,4615807,"GEO",268,"Asia","Western Asia","Europe & Central Asia",111.9410416794116
"Germany","DEU",145.90984704865971,142.8808336826489,142.25924628556874,141.84314466098979,137.31772914026615,135.25417810028739,133.69473677169879,133.07817031218275,133.49136205063064,133.71065695730908,133.04335448530128,132.69915365218307,131.37215867522355,132.94546035080532,130.06520362253269,132.65554466190372,134.80319595260843,133.59468382150095,2,5,5,1,82329758,"DEU",276,"Europe","Western Europe","Europe & Central Asia",135.58992556846115
"Ghana","GHA",120.80987903700922,119.41211745349283,117.697331189997,116.02022896500914,114.63527386405157,112.95757220159749,111.90974151084599,110.51422683747785,111.11697810493538,112.256103319191,113.26694071829226,113.19849317701889,113.28410875489597,113.85499724768711,114.51286549123392,115.38163507850507,116.08295573508167,115.40863980374952,5,3,1,4,23832495,"GHA",288,"Africa","Western Africa","Sub-Saharan Africa",114.57333824944844
"Greece","GRC",140.8743227560708,140.88500718587386,140.9704121180167,143.5143462126932,145.14249923015342,143.2878035025592,139.74901246743622,141.97751607077456,139.66176919473986,135.77423292231879,132.51870219661203,133.34481777527751,134.47871613636914,130.62447120417104,129.38602151558732,130.02241380014019,129.41912172242832,128.96823951254504,2,2,2,9,10737428,"GRC",300,"Europe","Southern Europe","Europe & Central Asia",136.69996808465373
"Greenland","GRL",273.68793285412124,269.85840152743566,265.83393031921423,261.88360848567891,258.20792247326881,253.44860576793806,248.59998167767631,244.18186146832653,239.93830226742742,236.8725413624251,233.01774518834557,228.54458389849532,224.38617026685452,221.71256045437565,218.46820700625884,221.64097539320608,219.79529266432158,218.70089912050528,4,1,3,12,57600,"GRL",304,"North America","Northern America","Europe & Central Asia",241.04330678865972
"Grenada","GRD",128.54353481697271,128.60841585030576,130.41522762082846,130.84215603786907,131.11846123241105,132.28801023858102,135.28613245871611,137.6825336575167,139.71213925838504,142.91766026876036,145.29444998536948,147.38951627550733,144.42812168115026,144.6431498561073,145.75326812661672,146.35697541192781,146.91910197664527,145.61201668945949,2,4,3,6,90739,"GRD",308,"North America","Caribbean","Latin America & Caribbean",139.10060396906277
"Guam","GUM",121.50231481163466,122.12089567817024,122.70859945679787,122.84003216505928,124.85107365894994,126.03178428181224,128.23380088252694,130.16973673002093,131.291630299791,132.71222451887883,130.8669241083071,133.3772884183293,134.90431241365587,134.80122627756657,134.92586755781386,136.64343561660252,136.17804784979512,134.16156128573493,4,5,1,1,178430,"GUM",316,"Oceania","Micronesia","East Asia & Pacific",129.90670866730261
"Guatemala","GTM",117.43169496926829,116.87851957742448,116.56075596528635,119.25481771528257,119.97457407345802,120.25606480165771,118.97478863367692,112.35437280384707,107.56952519392843,109.30518491842724,106.03496848861677,103.1521301229439,101.17941929504362,98.34318745704455,99.302296926517883,98.246215324188157,101.26655594520825,101.57052273482583,3,3,3,6,13276517,"GTM",320,"North America","Central America","Latin America & Caribbean",109.31419971925811
"Guinea","GIN",139.83707459187693,141.00205997515593,142.56573121303259,144.04032679048652,146.66555022326762,149.7497679446775,146.03098389735854,143.94397973317578,142.87755299401888,142.79817314217706,143.39115645876623,144.04306155256444,144.97693684630352,145.60122665368726,146.65163250084044,146.40097344519808,145.64895870713934,144.86004116729859,6,3,7,2,10057975,"GIN",324,"Africa","Western Africa","Sub-Saharan Africa",144.50473265761252
"Guinea-Bissau","GNB",142.90940517520352,143.35000407093207,144.72286312408673,146.12060878905288,148.90429736306785,150.272357090703,149.80598198157196,149.62195850056764,148.15356408370562,147.24074955734136,145.99553817400468,144.80166918140358,144.1196130676112,143.47673671288254,142.67236899040242,141.88914385661911,140.93626317382041,139.43593154352288,3,5,3,4,1533964,"GNB",624,"Africa","Western Africa","Sub-Saharan Africa",145.24605857980552
"Guyana","GUY",121.30961839707076,114.89398797940503,112.00645060529851,108.16890673222235,105.98032633251637,107.78067718560963,105.4921579378164,103.11463842976032,100.80093171449838,99.08785747115374,104.84080958985653,110.13961456077422,111.77030242341785,109.73988312003911,108.58749573783324,107.0290685549822,105.92380040644811,104.69112921678155,3,1,4,8,772298,"GUY",328,"South America","South America","Latin America & Caribbean",107.85320313308246
"Haiti","HTI",166.04064642790831,165.52890562386179,164.83535040369648,164.76144474296785,164.37716974993327,164.2046267991916,164.23110447433064,164.11412448754862,163.9509575224784,163.74909680264813,164.21895307252089,164.31734606138633,163.45631197828106,162.37444174112034,161.17834248853035,160.26836314862115,159.38950308519691,158.52189520632203,2,1,7,2,9035536,"HTI",332,"North America","Caribbean","Latin America & Caribbean",163.306587989808
"High SDI","",150.24342588022515,148.47130393774856,147.02840574364456,145.98185356797586,142.69024144243232,141.44610847950355,139.29348298566921,137.84981119592834,136.82561123179204,135.25809815568911,133.23182457238096,132.30379921804581,130.575153891375,128.98491302716718,127.16786729627908,126.71616602283348,126.1766180188007,125.5528344540454,,,,,,"",,"","","",136.433195506752
"High-income","",149.194265562488,147.50260337449561,146.22978569235619,145.23683968815286,141.73793087131472,140.40724178516874,138.29798425808482,136.95158304477681,135.84536649937777,134.46969040266933,132.49993340170624,131.55547869573587,129.76194660113038,128.25123425889262,126.40858928143062,125.92623648888713,125.63780862407951,125.20077174267635,,,,,,"",,"","","",135.6175161263013
"High-income Asia Pacific","",139.63090680687282,136.87570703782077,134.03199158575589,133.32849214319143,131.74492018249649,131.2626104222492,128.37415932616395,126.81491099956693,125.19244684432724,123.32679517445433,122.84652958382883,122.50789239351698,119.59047016919116,117.26861731158294,114.86888501917291,111.98602279251584,110.5542779634775,109.99951036780205,,,,,,"",,"","","",124.45584145133262
"High-middle SDI","",150.33136216224946,149.27954185753669,149.03602434120148,148.88621874004446,147.05870965204295,145.03825707660553,140.4910222366384,138.44427581887979,137.71867909665983,136.79630980257542,136.56977791363286,135.09412160871406,134.71335911993256,133.314924239727,134.07242788023513,135.82746959696445,134.71151626669268,131.52390663660341,,,,,,"",,"","","",139.93932800260757
"Honduras","HND",86.021554736689524,86.592897791816682,87.150893958951173,87.739051533631326,88.190732654572585,88.439791754913273,88.56179933347326,88.770137182626954,89.057997474395322,88.764659864938253,88.7983707355624,89.188268940704873,89.450238539325085,89.6123853023335,90.272920621544429,90.098954378576963,89.923003100366415,89.403748983144837,2,5,2,5,7792854,"HND",340,"North America","Central America","Latin America & Caribbean",88.668744827087053
"Hungary","HUN",222.00644957258785,220.59208059109409,222.89003661352504,225.38147497084805,221.68194741341608,221.77752563353604,216.78736795803073,216.59345721933533,209.86940083695609,207.91126317712536,203.15350608746652,199.36912533987126,194.73459581988138,187.35671879813478,183.24707217021569,189.46093039644151,176.18265832000048,169.85582096624947,4,6,1,5,9905596,"HUN",348,"Europe","Eastern Europe","Europe & Central Asia",204.93619066026199
"Iceland","ISL",142.17049952084997,138.28883844702713,134.56286902856417,132.27816505223961,132.33987151306232,131.34989204228,129.14460922291988,127.69074652109866,127.63343047416174,127.98134152245972,125.65802812697791,122.88154475578023,122.65790091924529,122.56422269981292,122.92674504426844,122.52815656586587,122.30931201389727,121.03311363445403,1,4,4,9,306694,"ISL",352,"Europe","Northern Europe","Europe & Central Asia",128.1110715058314
"India","IND",79.85870759505093,79.650668682810561,78.942870079832346,77.974992807143479,75.957523934394317,76.455528054995639,76.753792209640153,77.439094824531253,78.338640813020476,79.433238158881281,80.9909733447021,81.2041285271688,80.977487520593982,81.805227155781949,83.50871743545855,85.235466874496964,86.957754739991458,87.196813766135847,1,3,2,2,1166079220,"IND",356,"Asia","Southern Asia","South Asia",80.482312584701674
"Indonesia","IDN",99.258011050466123,99.6226136456449,99.9773215300399,100.15424482675832,100.21913702781114,99.906923396301409,99.632278257268069,99.57164200084371,99.516029877118356,99.360476687133257,99.0320039965536,98.98949983557759,98.415560655934726,98.13906124851782,98.1089708446955,97.990745670128192,98.299211770273146,98.204851422626149,6,6,6,11,240271522,"IDN",360,"Asia","South-Eastern Asia","East Asia & Pacific",99.133254652427325
"Iran","IRN",71.57204517158435,72.377596281507437,72.864733128947435,73.981888212593759,75.745027567561976,77.53845906859722,79.352637372918679,80.662088746218558,82.934880189817548,85.760943408336757,88.002378420020818,89.66012730052897,90.821175703474054,92.598956280770551,93.8648443836237,94.212509751290156,92.571368526357162,90.554275844025554,4,3,4,13,66429284,"IRN",364,"Asia","Southern Asia","Middle East & North Africa",83.615329742120821
"Iraq","IRQ",96.932016161849972,93.223251985319436,93.29821847217093,89.550962332664966,86.086287879480849,82.751222853333616,79.547382113813782,76.299128036413066,74.089379073695412,71.383010076307727,70.300001363150059,68.020514375179118,66.299427166596132,65.432662099287683,62.832768333747062,59.275011827866969,57.48375762246723,56.61680211653556,1,4,3,1,31129225,"IRQ",368,"Asia","Western Asia","Middle East & North Africa",74.9678779938822
"Ireland","IRL",169.90062088800272,165.06035377271695,162.11126141886211,159.09660091807478,158.52745030581218,155.16996896639841,154.51697984568679,151.72249488364912,153.00070595422946,154.24074343303255,143.99043166765634,143.7468306454092,142.9515533697226,139.46236857073697,136.64444530711032,134.53925753277431,132.0130662813944,131.15371368876578,2,3,2,2,4203200,"IRL",372,"Europe","Northern Europe","Europe & Central Asia",149.32493596944639
"Israel","ISR",151.86380762159453,147.16666680141267,145.39527821504757,142.36947736307241,138.50795635055641,138.62490663124171,136.21542700142567,136.49309412537363,133.06191973244336,129.8572605291173,128.00320873931489,126.0862926175935,122.94210332703473,120.99570297932119,117.47070708016372,116.81490220312939,114.43118887732213,113.45059096338032,3,2,5,9,7233701,"ISR",376,"Asia","Western Asia","Middle East & North Africa",131.09724950880806
"Italy","ITA",155.12495932694702,153.02350357605056,150.86565200285517,151.11678886720736,144.78119679051696,143.00970637994885,140.7745057330489,139.51442306475144,138.83662323119597,137.53632452525486,134.07730943041059,133.87274156941692,132.57053350358638,129.67780981140194,126.85744200664027,128.01963836506647,123.4057819459054,121.17011820492263,6,7,8,7,58126212,"ITA",380,"Europe","Southern Europe","Europe & Central Asia",138.01305879639597
"Jamaica","JAM",140.97385222331843,139.04166781623687,134.06052308906172,127.93798185380852,122.20775977402909,112.5778096071642,113.23826553175635,120.49736806446089,130.83183350604074,136.52763455140271,130.6827749430598,129.14665337081,130.81785151333165,136.91098432859687,138.18785399969374,136.90061936384654,138.98808584572012,137.05306110507979,1,2,4,10,2825928,"JAM",388,"North America","Caribbean","Latin America & Caribbean",130.92125447152321
"Japan","JPN",133.74929673990749,131.42766773608204,128.66207795384437,128.29276812636371,127.00812701796056,127.2467571384814,124.60570480998959,123.32144659074821,121.89748095732084,120.23280153328302,120.01688860068407,120.29702497690941,117.44903575096443,115.7155127366259,113.8496328821426,111.01411365588446,109.90184410485536,109.49965552846592,5,3,5,4,127078679,"JPN",392,"Asia","Eastern Asia","East Asia & Pacific",121.34376871336185
"Jordan","JOR",87.171861700807668,86.925400441386984,86.9181701312609,85.243520917290937,86.018171730819276,87.030539071958813,88.245450764342323,86.74338277720274,85.462596699300718,85.464421905786537,85.4740608102787,84.603261705124211,83.933888134588372,83.391283056575787,82.77032467999932,81.931680192885,81.263358460171659,80.429310072849319,5,3,4,4,6342948,"JOR",400,"Asia","Western Asia","Middle East & North Africa",84.945593514034954
"Kazakhstan","KAZ",149.58595076504318,148.215131593906,147.02935230156103,147.5446292271215,145.8471290530147,145.58931934484843,144.66699116147265,140.89464182823636,136.6214313975992,131.98325133405962,133.0291468401044,131.21733353083985,127.72368903029164,119.52581639605275,113.37219377256586,109.86623486296399,110.24719957595525,109.21356763971579,6,1,6,1,15399437,"KAZ",398,"Asia","Central Asia","Europe & Central Asia",132.89850053640845
"Kenya","KEN",101.94892990392198,100.99324238120961,101.64670577479232,102.55590878201022,102.47536180773953,102.42789235033669,102.87793770056039,102.44571709754594,102.27424232188882,102.84781009999638,105.10896008054083,104.134687949583,103.0653037622981,101.88404627972977,100.85437534211459,100.18312325985784,99.845744600225288,99.188263548428679,5,2,7,3,39002772,"KEN",404,"Africa","Eastern Africa","Sub-Saharan Africa",102.04212516904333
"Kiribati","KIR",138.22142178540187,138.2292759652571,138.18023609965638,137.84021826854541,137.63680306593474,137.09101479395537,137.61374244372226,138.21222821536651,138.4878970228404,138.97084370354921,139.39674632219121,139.56821639863958,139.6497220969606,139.71452782903447,139.73469250247427,139.7137275389193,139.43262440895168,138.73864140235085,5,7,6,12,112850,"KIR",296,"Oceania","Micronesia","East Asia & Pacific",138.69069888131952
"Kuwait","KWT",60.238482915892853,58.208687775945677,57.093087735571615,56.493380317197271,57.648948488034314,59.202209584781968,60.218734149493457,59.482645712755087,58.990975558533258,56.246255821763171,53.17555848267223,50.947765934338442,50.686795516685535,49.841841992878059,49.584422816303736,49.653522308625561,50.222136993806245,50.506852599079117,2,2,2,2,2691158,"KWT",414,"Asia","Western Asia","Middle East & North Africa",54.913461372464312
"Kyrgyzstan","KGZ",97.941613896181963,96.241358684493591,95.234340404150842,95.509048910990373,95.956519928268932,96.353898156806892,96.083299774028333,95.475412621389211,94.010000375693764,91.905216188240061,90.990132921855,90.9968446697406,90.589988560422256,90.4182126725669,90.3492241720323,88.573711230969465,84.828111575820017,83.6818108393055,5,7,7,6,5431747,"KGZ",417,"Asia","Central Asia","Europe & Central Asia",92.507708087941992
"Laos","LAO",131.87301111464208,130.54395275110124,128.03935833232148,126.20817994147605,124.56531409785524,123.28364348096815,122.08585011106517,120.78463514534387,119.94959595672151,118.79539192438155,117.37803090561458,115.97537821624041,115.41890539977103,114.84964053004286,114.23320889572929,113.62143119222853,113.21635424887185,112.59842773982969,1,1,1,9,6834942,"LAO",418,"Asia","South-Eastern Asia","East Asia & Pacific",120.1900172213447
"Latin America and Caribbean","",114.51259127311175,113.49999684165434,113.75747605342228,113.53236349952267,112.43005654322502,111.2140395169119,110.0343004770038,108.846301371849,108.66506345347433,108.75335945875679,107.66538939251862,106.0156870497116,104.99011327759158,104.22301044951058,103.44864903013126,102.90142736759614,103.22818474563522,103.28673947752715,,,,,,"",,"","","",108.38915273773078
"Latvia","LVA",149.58769222389398,156.230023586153,155.09418835668572,153.94434964458475,154.80548094899166,161.2216291254154,170.95482310029919,167.37702634524933,158.95809659990567,155.27886555101557,154.71699788244945,152.23270541506983,149.80937190782313,150.79816032859992,147.71762151345231,144.36038506902037,142.74254030853848,141.02685161224821,4,7,6,13,2231503,"LVA",428,"Europe","Northern Europe","Europe & Central Asia",153.714267195522
"Lebanon","LBN",129.51983877005802,128.19520047160583,127.36849412304002,127.08722103304706,127.20317363767084,127.77143950988253,128.57022036576913,129.0643161667027,128.97518985883394,128.73610593252511,128.40050826589192,128.68788390236085,128.52663581282869,128.63982101829311,128.92523126706689,129.12043362545222,129.14543795890455,129.10298908719389,4,4,4,12,4017095,"LBN",422,"Asia","Western Asia","Middle East & North Africa",128.50223004484042
"Lesotho","LSO",154.95464606136946,158.63135139656734,163.28032409902119,167.66511411282767,169.88594334286785,171.02463222368954,171.18068752014517,170.68850877523286,171.40962435257714,169.14295065968219,167.96908838148028,167.10028065108281,167.79253725562933,168.09827051313451,167.26521900437947,165.80366218989928,160.71898775881837,154.58894351785972,1,5,2,8,2130819,"LSO",426,"Africa","Southern Africa","Sub-Saharan Africa",165.95559843423689
"Liberia","LBR",106.2984751217695,105.74623532055669,106.29934111634563,106.13041270179431,106.29375651828539,106.26906022040072,106.40272876032472,106.56146847749437,106.53945384359639,107.69041833454529,108.37964881360089,108.90946174729086,110.73830979231707,111.47265604406206,111.15141253946381,111.16014568384003,111.19429619413056,111.09956900736165,2,3,4,9,3441790,"LBR",430,"Africa","Western Africa","Sub-Saharan Africa",108.24093612428777
"Libya","LBY",118.15162785516621,117.049767815525,115.6520346111564,113.58786679019205,115.9608397394108,116.8992042280226,115.47672456012363,116.44340863110178,120.72690507160755,128.06601690528097,131.97195332537979,129.6664938821481,125.6267183604683,126.3049798362555,125.67603663124426,123.042481944434,121.88555526940443,121.13676650143057,1,2,2,11,6310434,"LBY",434,"Africa","Northern Africa","Middle East & North Africa",121.29585455324178
"Lithuania","LTU",154.29746269541954,159.42800189455633,155.80567386183759,156.02519559572914,155.55514963243431,160.81542953016114,165.24181837321075,169.47172569177405,164.23658519044281,152.549197825723,153.4609896358825,150.87526842859293,148.64485548707353,148.86824293644435,143.62163950144014,144.08612831648117,143.05672380554719,141.7089665701279,6,3,3,9,3555179,"LTU",440,"Europe","Northern Europe","Europe & Central Asia",153.76383638738213
"Low SDI","",98.1990537928059,97.322261443586953,96.979824195802735,96.5616425323169,95.603838023716847,95.260591669750866,95.03094811293532,95.506825189605408,95.748103461167318,95.667577048054412,96.253992308954679,95.954682691897688,95.5417766917729,95.965293086685435,97.291273203848135,98.261948785303645,98.569852267987244,98.5105017131539,,,,,,"",,"","","",96.568332567741464
"Low-middle SDI","",102.90569863813457,102.77627618808856,102.49738543723639,102.11172695934725,101.10267143175501,101.15175357277455,100.90318512743723,100.63473205391433,100.70211047919541,101.07117806152826,101.45686732060584,101.03045295632806,100.51394761636358,100.34731979740802,101.02551953850617,101.55754299855916,102.1740087181619,101.9191622857624,,,,,,"",,"","","",101.43786328783926
"Luxembourg","LUX",161.42812231595923,158.729910611102,157.04806719599097,154.29650846021082,152.17052179844953,148.91611172763089,146.76509573965845,142.78034963224133,139.62391383947531,139.3725925135823,138.36071303202274,136.88487502290144,136.33717239480288,134.93670661885369,135.93714197545887,135.540852329939,134.30204615076315,133.88748678586782,1,7,3,7,491775,"LUX",442,"Europe","Western Europe","Europe & Central Asia",143.7398993413839
"Madagascar","MDG",117.33915184266162,115.15136756004455,117.92190374570382,117.09872729793439,115.17948287373999,112.0649436719679,109.89283736073912,107.90550126973275,107.54644170449875,107.41234967470579,106.96547352034943,106.68178869194486,106.17189658784936,105.67139016743057,105.4464497562895,105.30935231351974,105.00957876461183,104.68395309373187,6,5,2,3,20653556,"MDG",450,"Africa","Eastern Africa","Sub-Saharan Africa",109.6362549943031
"Malawi","MWI",145.92853468075691,143.35736276715019,141.52994337497921,140.32088864356993,138.75313586980954,136.21409274640334,132.55398624139488,129.44179099187738,127.04180595058186,125.59870195374629,125.87158800106457,125.23908733700995,124.33544448338691,123.24315511352093,122.39441628018423,122.21776423950593,122.16564461511629,121.20588618188724,1,3,4,5,14268711,"MWI",454,"Africa","Eastern Africa","Sub-Saharan Africa",130.41184608177477
"Malaysia","MYS",120.47068858274451,118.1141454531065,117.37260504163184,118.05116452913803,116.41158525811076,114.0321709158907,112.67173957759944,111.71228958745131,112.75134489453194,114.2862404648799,112.10844816243889,108.4844008366651,108.53471361339146,108.67542088617672,112.27684344859753,111.73319736684417,111.89717194575292,112.47786184500329,2,4,3,6,25715819,"MYS",458,"Asia","South-Eastern Asia","East Asia & Pacific",113.44789068944195
"Maldives","MDV",84.284623249425536,82.064148478888711,79.069053687747541,76.658687330292793,75.920492792974642,75.239929765450015,74.295811650496532,71.9091635183802,68.869558745140466,64.270493290291981,62.213822259867577,60.613120393475945,57.986948586641816,57.319902139714145,57.2694898441353,57.523095599045618,57.652232678430437,57.74898614443304,2,3,1,7,396334,"MDV",462,"Seven seas (open ocean)","Southern Asia","South Asia",67.828308897490686
"Mali","MLI",125.83215329985956,123.54785644072132,122.26591190516505,120.26496999083419,118.84058670248493,117.40358827332102,117.04615226467263,117.18389711239917,117.26203727018712,117.52371421201575,117.74515675018993,117.19143925663116,117.23887684333612,117.35162395856047,117.55731783088875,117.94195192549989,118.9968613015962,118.63019314897812,1,4,1,7,12666987,"MLI",466,"Africa","Western Africa","Sub-Saharan Africa",118.87912713818564
"Malta","MLT",131.004669741134,130.62068621242113,127.75493345856474,126.23388631345276,126.24048656149643,126.23345367800401,125.48412906960215,125.28782688061024,123.5776323044347,121.45726616116272,120.777068087282,117.78990083709978,117.05301392680215,114.78145677770047,113.92307013987931,114.360078346986,117.10512473014008,117.83077696484766,1,4,1,8,405165,"MLT",470,"Europe","Southern Europe","Middle East & North Africa",122.08419223286779
"Marshall Islands","MHL",163.45811255506115,164.38162831896707,164.86089026944583,166.54141756744846,166.62116781259235,168.10047192511954,168.29209804639359,168.11160918570764,168.51949373951652,167.50587150247657,167.95666174095817,166.41177621900479,165.37574572373822,164.97377384389713,163.45106277699395,163.48885127248155,161.71683748058308,160.8527111164527,2,5,5,3,64522,"MHL",584,"Oceania","Micronesia","East Asia & Pacific",165.59001006093547
"Mauritania","MRT",113.48839130746781,113.7840073865078,113.44908807006568,113.51489786128451,113.76110701451397,113.58287433642825,114.13973711911162,114.70832165790431,115.32958611249684,115.89094270161155,116.15073506585874,116.80225953682032,117.34995782894445,117.81057522272853,118.0874305955364,118.2490290557736,118.56324557419542,118.48535581004931,3,3,2,1,3129486,"MRT",478,"Africa","Western Africa","Sub-Saharan Africa",115.7304190142944
"Mauritius","MUS",87.351582302364235,90.1831470231563,90.30026373957611,90.762037608647432,90.2408221424113,90.404852048146509,89.863831275281655,87.670811021880553,88.6986937480603,88.4442964877365,87.015602485782111,85.568391701762565,87.091671942060671,86.663561438311717,87.693697160267817,88.655690069212852,88.798153062943712,87.460716697188957,1,3,5,7,1284264,"MUS",480,"Seven seas (open ocean)","Eastern Africa","Sub-Saharan Africa",88.492656775266184
"Mexico","MEX",95.985924391890549,94.379812569993447,94.659218552059968,94.408917483451077,92.428045186177542,92.7019481665999,90.477851090948832,88.548071238520123,89.775832062875054,90.539371205808408,88.634901040271387,86.714602963117656,86.479236500830368,87.200363026872239,87.32854119548476,86.188686599170822,86.118287209904224,86.28985194228585,6,1,7,3,111211789,"MEX",484,"North America","Central America","Latin America & Caribbean",89.936636801459017
"Micronesia (country)","FSM",140.35960220797242,140.19345319781752,139.6011503339588,138.76331099207829,138.45627476897656,138.09543369350439,138.29232436948902,138.50568216970737,138.71151545180481,138.75084151057516,138.51277996330811,137.89204795361277,137.38089843024648,137.0133772474488,136.83809505422681,136.61421983303873,136.18164295057483,135.8765427130991,5,2,4,13,107434,"FSM",583,"Oceania","Micronesia","East Asia & Pacific",138.1132884911911
"Middle SDI","",125.928599226278,125.09244333565671,124.95086677727222,124.60265769813597,123.25958679807339,121.10686584258143,118.38200747322307,116.92895839074004,116.71048987010099,116.77059896981362,116.74656485554269,116.03587619350954,115.07121449578247,113.84591525464974,114.42836160959477,115.74304463290804,116.30087528914073,115.20930524926079,,,,,,"",,"","","",118.728568442348
"Moldova","MDA",107.95043670816956,107.80862629867428,108.30551001573698,110.01813286427037,113.64822580820569,119.68812453587215,121.19355928416681,120.5836065722028,120.93248980037505,124.3138650065974,125.62642970278502,118.80020941070929,116.36591260350728,115.1997570716706,118.85117720628286,120.67821153079659,116.56734733988,112.39235571791481,3,5,4,12,4320748,"MDA",498,"Europe","Eastern Europe","Europe & Central Asia",116.60688763765653
