name,code,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,tsvData.mapcolor7,tsvData.mapcolor8,tsvData.mapcolor9,tsvData.mapcolor13,population,iso_a3,iso_n3,continent,subregion,region,average
"Mongolia","MNG",281.78845134458777,278.83450693348561,277.63496105779643,274.85817071090224,271.839484172078,272.40674603829257,269.78849143978562,267.19905350223064,270.35256302620706,278.08289768892138,273.351820702727,265.74773393539255,256.34509282268095,250.3445307087585,244.20080600384094,241.36756693556055,240.96399491388968,238.9922741620006,3,5,5,6,3041142,"MNG",496,"Asia","Eastern Asia","East Asia & Pacific",264.11661922772987
"Montenegro","MNE",147.49312819570753,147.50734820815174,146.88590574702792,147.032634999768,146.13215369705273,146.07590924326885,145.30768848064557,143.81418963267686,142.66587118614646,140.49724750447328,139.48602236284017,139.604217068201,139.85596193874485,141.622218177897,142.1162518518353,141.62730652365116,141.43709932724735,141.42978290241973,4,1,4,5,672180,"MNE",499,"Europe","Southern Europe","Europe & Central Asia",143.36616316931975
"Morocco","MAR",79.65190848175348,79.307257667733026,79.005158126915575,79.352765930024873,79.235999693145658,79.341754319306673,79.413259836242432,79.54204313487422,79.359989580019544,79.2357017942785,79.150363143938691,79.006219811039571,78.746482366030079,78.559247307541341,78.469380246538975,78.249648640715975,77.957671086798925,77.4473058760656,2,2,3,9,34859364,"MAR",504,"Africa","Northern Africa","Middle East & North Africa",78.946230946831292
"Mozambique","MOZ",133.7000118165993,131.10045595510391,130.84776402739666,130.52388798252318,131.10523846165049,132.55069028957368,134.08627634242094,136.5938993955275,137.6672772866747,138.45275537599136,139.75127113829635,139.98585480268093,140.40959171705003,140.6183046785147,140.86991864129178,141.08504921653304,140.82256461087573,139.61384955762588,4,2,1,4,21669278,"MOZ",508,"Africa","Eastern Africa","Sub-Saharan Africa",136.65470340535168
"Myanmar","MMR",163.75158717253723,163.21056527026349,162.53649345255602,162.10140508873815,161.4869869124949,159.73606645971421,158.78525796476075,156.91906220839377,154.75683595063845,152.19585678442547,148.99208132122465,146.09323503587621,143.60479412914657,141.89382492817228,140.02759048669921,138.85854545922328,137.79407930846898,136.36418316561563,2,2,5,13,48137741,"MMR",104,"Asia","South-Eastern Asia","East Asia & Pacific",151.61713617216384
"Namibia","NAM",129.66942497753018,130.34243336778803,131.06463216635979,132.55439534762604,131.85487938367442,128.92380810564768,124.71966038524673,120.57193454771196,117.34350977299135,115.84501406006083,113.62557098339289,110.51754500225557,109.79200540562333,109.59008172041678,109.60069425307337,109.22225913249542,108.96311218760142,108.50608023869722,4,1,1,7,2108665,"NAM",516,"Africa","Southern Africa","Sub-Saharan Africa",119.03928005767739
"Nepal","NPL",78.165966212368829,77.000829168422612,76.33668101656653,76.023251359157285,76.014328848648717,76.339724957280993,77.036657829123143,78.0425832266116,78.839680870810554,79.686408626414,80.501178061748874,82.052585099108981,83.471422672542857,84.539271494580063,85.265099612501487,86.207628735984358,86.666420470199142,86.5586416829612,2,2,3,12,28563377,"NPL",524,"Asia","Southern Asia","South Asia",80.486019996946183
"Netherlands","NLD",172.13644462260973,173.69089268832116,174.21907217942075,173.78796111676473,169.84953193011316,164.78036871203858,164.36474765090233,162.29631414982359,163.50177868228485,161.58894507833023,160.58469911607807,159.9327952088737,159.14659362806012,155.94066016023862,151.93985045821918,152.63580366095536,153.70555117235637,152.8369588475496,4,2,2,9,16715999,"NLD",528,"Europe","Western Europe","Europe & Central Asia",162.60772050349667
"New Zealand","NZL",155.87598794017768,154.28654656451789,154.137729349638,152.65020470164833,149.61315950019102,145.57111319894247,144.02349039529722,144.30411082426855,143.33490993730123,140.920064372617,138.04471991329444,136.89018473287993,135.46326059691529,132.71719286883877,132.18321933079963,130.27790496324633,129.22764994147374,128.84418806931072,3,3,4,4,4213418,"NZL",554,"Oceania","Australia and New Zealand","East Asia & Pacific",141.57586873340878
"Nicaragua","NIC",82.1736226276797,83.774772217715281,84.356964560241934,84.617734245912089,84.476151250550075,84.51374071380846,81.049317403544549,80.397355708879346,79.747513987202538,78.5051656043384,75.488201707983151,75.836047195046461,75.99016169546978,75.682487090117547,76.664519107562214,73.705413944720533,72.178955454829762,71.287154882691283,1,4,1,9,5891199,"NIC",558,"North America","Central America","Latin America & Caribbean",78.913626633238508
"Niger","NER",110.10098596343938,112.45681079018529,114.31879750520292,117.1680634220594,120.46866669429212,125.24483524005522,124.30040560892327,122.79211304423079,121.14184781885412,120.4255632264112,119.50547467989207,117.44715222140653,115.65238380085836,114.49181597642348,113.96997972955984,113.02226013862058,112.38746878827693,111.3876679425768,4,5,3,13,15306252,"NER",562,"Africa","Western Africa","Sub-Saharan Africa",117.01568292173712
"Nigeria","NGA",104.8997378201293,104.78040873768718,104.52630623593417,104.5484912709147,104.71956747498247,104.50716204784028,105.15555059166056,105.31214734245788,105.44619722530832,106.23360720881431,107.5612006600219,108.41031985513057,109.52674965372677,110.36362277409674,111.83787450361915,112.96978164893224,114.08024853915654,113.6825009332269,3,2,5,2,149229090,"NGA",566,"Africa","Western Africa","Sub-Saharan Africa",107.69785969575777
"North Africa and Middle East","",92.414884658344818,92.104756527406224,91.9805890938502,91.969156637790462,91.828742214419336,92.444557348469885,92.7719649588327,92.388118384384555,92.488681556134679,93.7699120678016,93.930794742233644,93.31760523452229,92.586152507504622,91.776867585589173,90.975948415861453,90.1446320548426,88.8885819528649,87.847101798896844,,,,,,"",,"","","",91.868280429986115
"North America","",151.69700436611487,150.51760486764169,149.350666609689,147.35384569447911,143.67800889355746,142.60847328437202,140.11854435828852,137.68643779845291,136.20110555465939,134.37417467742435,131.13112395617006,129.9315852792939,128.25805418163975,126.68743497708532,126.13928525694335,125.74232716163925,127.18758520398998,127.60399347816966,,,,,,"",,"","","",136.45929197775615
"North Korea","PRK",139.80540529479146,140.34602023366824,140.7507023145188,140.44405179232257,139.63751836690153,139.07952538062918,138.64875380732784,138.38449588892661,138.11298573601843,137.62122863576451,137.42867956725465,137.12199724327439,136.82049767874122,136.43895419048221,135.91798234161774,135.44764905333432,134.60364801154282,133.54240994022126,3,5,3,9,22665345,"PRK",408,"Asia","Eastern Asia","East Asia & Pacific",137.78625030429654
"North Macedonia","MKD",132.76051849155729,133.94208574285221,135.8774576999302,134.54939220198511,132.09385257900817,132.598601602448,135.24073369201744,136.07488541405735,133.04838259259964,133.95340457303053,132.96767861464645,129.25315187081461,128.11920374055373,124.7664621088601,123.99519363927587,130.00314014986864,131.89867041174787,131.24681426407275,5,3,7,3,2066718,"MKD",807,"Europe","Southern Europe","Europe & Central Asia",131.79942385496255
"Northern Ireland","",152.91890218511583,148.49999544363854,151.38230537104562,148.68617344457755,148.17524533114451,146.74798831792083,149.93827416543539,150.62933119809682,150.09567197516168,149.44804222048683,152.49714748834964,147.8403134388582,145.87916782639905,143.2657183644331,140.77096863996655,142.58967836220663,140.43675537945472,137.74470768827882,,,,,,"",,"","","",147.08591038003169
"Northern Mariana Islands","MNP",123.22535357926826,123.00549360455202,123.31784163862561,124.48642578317344,125.34856773393568,126.06733607985514,126.24618692195205,125.84274777463473,124.77967810491843,124.55410742696611,124.5622534842452,125.59439864642243,126.10905553937944,127.12272739417271,127.35888596125938,127.72830684794611,126.39137999261084,125.04668361661631,4,5,1,1,88662,"MNP",580,"Oceania","Micronesia","East Asia & Pacific",125.37707945169633
"Norway","NOR",146.72781515100181,145.55280463412456,145.42807818248929,141.87295996701857,140.17156272162788,138.09420130798114,136.41687866738098,136.65839074389334,135.89118068700225,135.61156584224003,135.56549708492204,137.379145037257,130.44238587324404,130.99387607809354,126.82346765211761,122.80475107880424,121.4964221753349,121.39897573712076,5,3,8,12,4676305,"NOR",578,"Europe","Northern Europe","Europe & Central Asia",134.96277547898077
"Oceania","",129.24673014206343,129.5788603286264,130.11369494234174,130.96309656663311,131.43877296838022,132.08769208568194,132.98755617229267,133.7387116998124,134.04073429644254,134.16525845546613,134.33703861493942,134.49312118873479,134.54185119271739,134.40549271008499,134.1514508218678,134.19788315680935,134.11797000152814,133.69745538589214,,,,,,"",,"","","",132.9057428183508
"Oman","OMN",73.398907638379015,72.830042885909279,71.9305162634496,71.19297089262848,70.755587334345847,69.609933857700852,69.812691525124592,70.962221853643015,72.824412674118278,74.288804974464981,75.03656638938314,76.903877159415742,75.81611049136,72.16816422716586,70.884926328396347,69.869116366864361,66.365451097694489,65.906183232898954,1,4,1,6,3418085,"OMN",512,"Asia","Western Asia","Middle East & North Africa",71.697582510719045
"Pakistan","PAK",140.06813625952867,140.22087938548842,140.28997366328358,140.47069956004168,141.06567834149647,142.32567490753931,143.11895841022297,143.06596166979918,143.98603510199786,144.35613126738724,144.48741832762926,144.61926774218452,144.87285983989304,145.1243225101293,145.48838549724232,145.26882806768165,145.11227655646815,144.57386469705747,2,2,3,11,176242949,"PAK",586,"Asia","Southern Asia","South Asia",143.2508528780595
"Palestine","PSE",97.246371125833974,96.919792140087139,97.492111918690242,96.818698205504717,97.983217693679919,97.23380066742213,96.71140447627792,96.586584769381687,96.110427062071224,95.9224652110894,95.765389421982647,95.128830655024245,95.189267819954722,92.871313141652209,91.9950802572838,92.303520728640152,91.60873119733192,92.2807115927269,3,2,5,8,4119083,"PSE",275,"Asia","Western Asia","Middle East & North Africa",95.342651004701935
"Panama","PAN",95.639753806228086,94.146113218569653,94.089193960508865,94.380466249314608,93.358820367429189,93.0521054851101,93.654472367210076,92.135855854351675,92.356033248339187,92.21043634983431,91.66202130869479,91.728683799365328,92.229863843511765,92.417765190632537,91.9045202171524,90.838814476888928,89.673722241649145,88.859461252760468,4,4,6,3,3360474,"PAN",591,"North America","Central America","Latin America & Caribbean",92.463227957641735
"Papua New Guinea","PNG",131.58100719794876,132.41642485619377,133.19587956439841,134.04431870916602,134.69854421444816,135.36965322523204,136.08161057797776,136.50940396747589,136.708246652182,136.78232557014942,136.85912059223926,136.75556778041076,136.4841588788147,136.16824613445249,135.80362675846482,135.6583642337574,135.47225776816333,135.06046231950779,4,2,3,1,6057263,"PNG",598,"Oceania","Melanesia","East Asia & Pacific",135.31384550005461
"Paraguay","PRY",110.82623964881066,110.05132964056808,110.30890733824124,112.44428863015784,114.71661635167754,114.90764975753949,115.699733109682,112.39673147237188,111.60783860018729,113.42923593290844,113.90721674670115,112.16962286106269,110.73174453641438,112.21491317247494,109.98781261872617,108.81234618844967,108.79236842383987,108.00106308758001,6,3,6,2,6995655,"PRY",600,"South America","South America","Latin America & Caribbean",111.72253656207741
"Peru","PER",114.86958205092591,110.81932297849657,110.44929222379744,111.52361687922743,109.54095493641006,107.48779395070788,104.03355300908476,101.78411273821962,103.08791848425831,107.58879850436577,107.45578099031958,104.84096106067058,101.84872891013373,98.819547344178346,95.378168632665208,93.246506035503444,92.718168586916079,92.352346189132518,4,4,4,11,29546963,"PER",604,"South America","South America","Latin America & Caribbean",103.76917519472296
"Philippines","PHL",105.27019804303102,106.7009270962552,107.22426462891424,106.61296283837815,106.13836053158037,106.64786614030173,107.34812325505354,107.162291115498,107.54920739394602,108.31648462299843,108.456873332807,108.8385625856685,109.74467182902599,110.48057682866424,110.66060838258026,112.90507630725166,112.41000254667863,111.30277893406833,3,2,2,8,97976603,"PHL",608,"Asia","South-Eastern Asia","East Asia & Pacific",108.54276868959451
"Poland","POL",177.26889991506494,175.17679430859133,173.15981146779015,172.27015460778142,172.25684995159537,170.9699835090542,170.267936028607,170.35721548755222,168.72412900931857,167.91014530311276,164.5603645645823,163.87727070450157,166.11980753264822,165.10540037831078,162.13924294971534,164.23025125350728,160.51508476307609,157.73797968682655,3,7,1,2,38482919,"POL",616,"Europe","Eastern Europe","Europe & Central Asia",167.92485119009089
"Portugal","PRT",150.12822802252902,148.9630698888748,148.14327290300528,147.46495886152559,141.17338343662422,138.70968589111979,137.66001801232758,138.06626161472965,137.39325632329059,137.02902058675525,135.5993625816846,133.82157246624735,132.06817810185731,130.00271902978409,127.08788158250816,122.67233204419968,123.72203291823917,124.35163841502097,1,7,1,4,10707924,"PRT",620,"Europe","Southern Europe","Europe & Central Asia",136.33649292668463
"Puerto Rico","PRI",104.69936340895799,104.70758425088114,100.2919842009337,99.6825366411954,100.34612355704485,99.763011127765878,97.34417098195344,97.042394923709082,96.488496068207283,96.924167634380439,94.384243347536781,96.24933833571535,92.430094350506721,91.5563868991493,89.476655802279353,87.020455037935477,89.985093118410575,91.505563775680756,4,5,1,1,3971020,"PRI",630,"North America","Caribbean","Latin America & Caribbean",96.105425747902416
"Qatar","QAT",117.79547540356728,109.14260928220629,105.31760231190144,100.96803748716955,98.252579519785343,100.48938520727171,98.668176605291265,98.661461063789957,101.61343085215847,100.4258215797709,99.344868016147316,96.581328674276818,94.291410206156257,92.269266226245449,90.6297617044027,88.742241678330942,86.618135002888835,85.9418781008462,3,6,2,4,833285,"QAT",634,"Asia","Western Asia","Middle East & North Africa",98.09741494012259
"Romania","ROU",131.65598606106661,136.51846690197235,140.11146259481009,141.02317793456498,138.98987629313584,139.69682368802569,139.02300735547652,138.43504991959827,141.86710774063096,144.70578298607469,145.14848761751065,140.17026999624915,142.17667202746793,142.09741188567759,144.17642395721452,143.61313911075436,144.69777018248763,143.61659303958541,1,4,3,13,22215421,"ROU",642,"Europe","Eastern Europe","Europe & Central Asia",140.98463940512795
"Russia","RUS",155.89759184019962,155.20820867648237,156.33563942094156,157.42429959360771,154.59876557604966,160.50424616164412,151.36263425534045,146.97253329972884,149.78120184764813,146.99468639044383,149.59714477234178,141.78095416291569,139.28719338109295,136.85760861792588,138.01928681278517,134.62670431895847,129.28702228849633,126.6423861955638,2,5,7,7,140041247,"RUS",643,"Europe","Eastern Europe","Europe & Central Asia",146.17656153400924
"Rwanda","RWA",144.14093725768731,138.01595158499754,132.96212295715185,129.14442480619482,126.11951199233646,122.86587175933941,120.00561803877132,117.14095222371118,114.54238347558567,112.20901318294686,110.99909520742918,109.80041387252851,109.13505146973624,108.81063064379452,108.42610424289609,107.77931730418544,106.98791175494586,106.84619216706622,5,2,3,10,10473282,"RWA",646,"Africa","Eastern Africa","Sub-Saharan Africa",118.10730577451692
"Saint Lucia","LCA",134.67454668793982,132.11689879411611,134.47684662187743,134.49959388340764,134.07842277163715,132.57956070721963,133.25784725526441,128.6268633266674,124.57509353589538,124.53378809757669,125.1503137024564,127.38519745818719,128.67132132490124,128.78587190273774,129.97626582215213,130.52592671936569,130.82585581110649,131.39058012359996,3,4,3,4,160267,"LCA",662,"North America","Caribbean","Latin America & Caribbean",130.34059969700604
"Saint Vincent and the Grenadines","VCT",140.15758427675533,137.49590281425762,136.14157671647206,133.68808786036465,132.47426332718607,131.222903981796,130.61770961870425,129.00191369025089,127.90548831698833,127.40880433196521,129.250515586867,131.87808744539396,135.65353966012682,139.25356179717292,141.24754707961895,143.32905376974523,142.3937317441291,142.38109009203461,1,1,5,7,104574,"VCT",670,"North America","Caribbean","Latin America & Caribbean",135.08340900610162
"Samoa","WSM",91.956000479722334,91.378292902942334,90.582649362997557,90.117713234231488,89.587679003447576,89.130258206661878,89.10096480617419,89.612310607343716,89.433676602241434,90.19666654645259,90.34485518822369,89.911728133174165,89.741302987333611,89.101962092683479,88.9456458964616,88.9070350209951,88.754028816914442,88.364073822196261,3,3,4,6,219998,"WSM",882,"Oceania","Polynesia","East Asia & Pacific",89.731491317233193
"Sao Tome and Principe","STP",107.69410570538157,107.99744784688411,108.74680442991931,109.32789625096876,110.31530445727415,110.0413731124184,110.79139487336946,110.54533314005718,111.47774055654457,113.50348679039205,115.59660334819812,116.97138317855993,119.67202368580455,120.29649625641616,120.55322306496976,121.64100502151294,123.38653310438109,123.32153204477154,1,6,1,7,212679,"STP",678,"Africa","Middle Africa","Sub-Saharan Africa",114.54887149265687
"Saudi Arabia","SAU",68.765061848840077,68.7951128650823,70.541783715969331,71.813445512443224,72.4136482506734,74.379984243760475,75.179269974686989,78.3319513778157,81.560794483151128,84.421598811991586,86.280432236476443,86.019034709649759,84.954711387789132,83.47922594374522,82.097622547702827,80.321241829753475,78.9330907447462,77.776388819676967,6,1,6,7,28686633,"SAU",682,"Asia","Western Asia","Middle East & North Africa",78.114688850219679
"Scotland","",174.99174823292287,174.93520232608947,175.87303140419195,174.34323718549496,170.85836074606061,168.07172055012688,170.10707040979128,168.66045524547161,168.076629155452,164.13808312860081,163.34881669364137,161.64792774726067,159.30716710995759,159.17281592748822,155.07788712014388,157.79022531304369,159.86744082885369,157.71373959655293,,,,,,"",,"","","",165.77675326228581
"Senegal","SEN",113.63626414668076,114.45299349395609,114.83226853647247,115.6344596491992,116.82536162532665,117.7304310079745,118.29396924600439,118.24949968306329,118.12080520955739,118.54643111573428,119.83231672671127,121.18400690336416,122.28545288022522,123.59078309785612,124.91684116241895,125.95929272330312,126.43566867191964,126.19659748601693,2,6,5,5,13711597,"SEN",686,"Africa","Western Africa","Sub-Saharan Africa",119.81796907587692
"Serbia","SRB",161.16744047236685,161.18857095317549,164.38942492311006,168.46350392242516,170.96437469010988,176.13955882494884,176.190016608279,174.36665454778449,176.58001808628819,178.09355237066413,177.48415695402483,179.2744835302648,179.61563504468046,177.79436905757922,178.95350254672798,180.03976981971852,174.81706306042517,171.81752439265225,3,3,2,10,7379339,"SRB",688,"Europe","Southern Europe","Europe & Central Asia",173.74108998917919
"Seychelles","SYC",160.1745689910685,160.90106676049319,158.76487066267154,157.80815791478904,158.1540540713525,155.60367841372224,155.09719839242362,155.76334142275527,155.71499480977741,156.66945422194866,156.97599379283858,156.18117167244009,154.46652663951417,152.78609201072496,153.17710252958577,155.3770824932939,156.00014883502075,156.44919670165504,5,8,3,1,87476,"SYC",690,"Seven seas (open ocean)","Eastern Africa","Sub-Saharan Africa",156.44803890755975
"Sierra Leone","SLE",114.34477160797161,115.86776051901076,117.87720615523655,119.01078414179916,120.18598573445449,120.88742528307633,120.81020200996829,120.93080803954966,120.36469820049469,120.68391723300714,121.36263822268825,120.63271847302039,120.69223097726091,120.03670386194041,119.51731756097617,118.75661404911534,118.03498759357818,117.23171001130109,1,4,1,7,6440053,"SLE",694,"Africa","Western Africa","Sub-Saharan Africa",119.29047109302496
"Singapore","SGP",123.89820677179034,121.88664333104718,118.67558274480903,112.10977517365889,109.53125225463363,107.58721661998204,104.54137564058153,101.93814640799138,100.72344128258246,95.59155611625593,93.518809869885928,92.67323674243687,91.52761357416037,88.647880077747786,86.346940360810237,84.291321348457842,82.7010198230146,81.40208266456122,5,3,7,3,4657542,"SGP",702,"Asia","South-Eastern Asia","East Asia & Pacific",99.866227822467067
"Slovakia","SVK",169.66898781230975,168.32606468944496,166.42283273946998,165.36043004044006,162.86205872456424,165.143577621864,164.75507039212584,166.86541573074268,165.82463246140895,165.16243363677228,162.14576479019306,161.22195120587904,159.59596220006543,157.41444202819613,155.59432153169558,157.390913094876,150.58687515040847,147.46675160081935,2,4,4,9,5463046,"SVK",703,"Europe","Eastern Europe","Europe & Central Asia",161.76713808062644
"Slovenia","SVN",170.2934017350845,170.50127695704614,169.28761475006161,172.05533752221191,169.005476932758,163.2197443538119,162.98100403389722,163.06320282071292,161.69244520465321,159.04118653313489,157.0305006960956,152.84002891630189,152.79476269988183,149.64176684715494,141.43557700607428,143.17474948785571,138.77590387076495,137.36987234219427,2,3,2,12,2005692,"SVN",705,"Europe","Southern Europe","Europe & Central Asia",157.45576959498311
"Solomon Islands","SLB",121.79686252301383,122.23904782825829,122.40619054479681,122.52555743439049,122.48712341165822,122.42724728328339,122.56194637672849,122.61264057079606,122.54394120869374,122.43979341552019,122.35578275370382,121.95334270230958,121.5007619958587,121.14059199170438,120.71728844876579,120.43233440552484,119.9452210487629,119.6615155899761,1,4,1,6,595613,"SLB",90,"Oceania","Melanesia","East Asia & Pacific",121.76373275187476
"Somalia","SOM",152.18437002529976,148.9419645608281,146.61244863030831,144.76223448499275,142.99244129540284,141.57392362112645,141.11343073182687,141.0906861044356,141.40804844106717,141.33810651062339,141.15872920965518,140.80637595316387,140.47621669360839,139.84399346599432,139.21229666533543,138.71070116887088,137.93976048005419,137.17157868974036,2,8,6,7,9832017,"SOM",706,"Africa","Eastern Africa","Sub-Saharan Africa",142.074294818463
"South Africa","ZAF",159.26355624519402,155.01431717260138,153.49449709276922,151.52960030773139,148.4976210274807,145.33002919917445,143.57882099342567,140.14938714170722,136.94157539003191,133.38764021716528,128.64398968902637,124.30474716398014,121.06731425346592,118.47488144696224,117.67942776687657,119.19721153852514,120.56853174235454,113.93589491564126,2,3,4,2,49052489,"ZAF",710,"Africa","Southern Africa","Sub-Saharan Africa",135.0588357391174
"South Asia","",86.146482835592678,85.727164219742548,85.043617842635584,84.225869295935169,82.540086690075555,83.011995195835013,83.3073647297617,83.906131031566986,84.714266243358054,85.540565430901339,86.8503740359807,86.860140734612187,86.540224375005479,87.259771293429012,88.916910216798186,90.268475110527021,91.61246664486228,91.870967027914133,,,,,,"",,"","","",86.352381830807417
"South Korea","KOR",167.4019864788377,162.18271106388184,158.38425722008049,155.1271238767097,151.56729549723036,147.35593972210216,143.06652753815311,139.74739887672209,136.45538877303096,133.46855244463325,131.56028388577795,128.43231330926821,125.15106796858754,120.42149796058919,116.20373032733038,113.78888073899475,111.72545125773782,111.02447948432771,4,1,1,5,48508972,"KOR",410,"Asia","Eastern Asia","East Asia & Pacific",136.28138257911084
"South Sudan","SSD",139.52000637008908,134.98571320231127,132.42391119705857,132.31950379140667,132.3804277752557,131.65722222502527,132.28323845061863,131.99558014295232,131.09037398682088,130.17163087642933,129.39886700638505,128.39312277339863,128.05909075055735,127.87395044754504,127.34061337490915,127.60228920991902,127.3951852787027,127.04479824312159,1,3,3,5,10625176,"SSD",728,"Africa","Eastern Africa","Sub-Saharan Africa",130.663084727917
"Southeast Asia","",118.03617885438433,117.30908651236187,117.13787865435064,116.57440550761366,116.03678722152482,115.24517743629629,114.68061760360264,114.11919755943633,113.52234976478665,112.73154712166934,112.06155651517868,111.4454870849102,110.5907693164211,109.81854787698784,109.58483938662924,109.49963197075733,109.78371520735948,109.47016972268557,,,,,,"",,"","","",113.20266351760867
"Southeast Asia, East Asia, and Oceania","",146.81941472409298,146.13646829096606,145.78913532240944,145.71015420955644,144.48855699867585,140.74645373781919,136.54232877293711,134.49048459032358,133.70893087984985,133.54145515703814,133.3328092245828,133.20393399803876,132.72574874224898,131.12871382681973,132.45217750911291,134.38960529659397,134.67900828578092,132.424960356454,,,,,,"",,"","","",137.35057444018338
"Southern Latin America","",156.27395880212282,155.951435837749,155.71293082556696,156.27751951712003,152.9196922863992,150.15902203234384,148.78206911821147,150.26760531603409,145.706042187809,146.02171092799287,144.57757554917177,143.39222929148528,142.53410293808295,141.46558591601695,138.80553354036945,138.44448497185664,138.88733286383351,138.48710779769723,,,,,,"",,"","","",146.92588553999238
"Southern Sub-Saharan Africa","",162.19982991127461,159.99791022870946,160.09629551283251,159.08839430245263,157.2791032657768,154.09974317248503,152.08584820744792,148.71091607766198,145.81567302209095,142.54991030661313,138.0216032203349,133.53855297756226,130.19286559591598,127.54827754342017,126.42083169153169,127.22446896311872,127.86686894098085,121.89800853172476,,,,,,"",,"","","",143.03528341510747
"Spain","ESP",138.89227599725905,137.74939911977685,136.84497572133861,137.70489678662943,134.67224758716188,133.67857164843625,131.43437827887522,131.70437050535918,130.94684778952066,128.67155797526158,126.99255757719092,126.77437481969105,125.42477016620261,123.12107072445573,121.84248006315727,122.59512659670301,119.42797135516446,117.75606573087008,4,5,5,5,40525002,"ESP",724,"Europe","Southern Europe","Europe & Central Asia",129.23521880239187
"Sri Lanka","LKA",87.293434142663187,82.840542612613774,79.813584868879531,78.395337666673385,77.68547278132975,76.656292811488981,75.599675198368857,76.048662663992,75.7900571319945,72.956091125114753,72.871893732866042,73.877255883138247,73.973521497253671,73.843095579034156,73.159674322300077,72.5856370393449,71.446956611116875,70.120835479776957,3,5,4,9,21324791,"LKA",144,"Asia","Southern Asia","South Asia",75.8310011748861
"Sub-Saharan Africa","",126.32727316531292,124.84076572498995,123.97666674839108,123.36792099111025,122.65238283431405,121.56806002492735,120.89552019344843,119.92703446343282,119.21391490594198,118.77610942352349,118.48702762058208,117.81276657225931,117.41493926205537,117.00116545452603,116.8865579290962,116.99825348238984,117.05066401385392,115.81116122908105,,,,,,"",,"","","",119.9448991132909
"Sudan","SDN",81.8217300959034,82.0499784899005,82.176443575990731,82.184537176593125,82.2710923490016,82.585461216732014,82.530981018635387,82.518990330790274,82.570771207267015,82.515770447755656,82.39425057570007,82.166673424090249,82.089959576950662,82.007554644035068,81.979836502990082,81.910878108361047,81.713261660889714,81.499286425215047,2,6,4,1,25946220,"SDN",729,"Africa","Northern Africa","Sub-Saharan Africa",82.165969823711208
"Suriname","SUR",112.88564610200183,114.69308165459208,117.27353234044188,117.65016085495908,117.82314368482848,116.92304597741199,117.61834171692333,116.75869861452037,115.87421640167629,113.97240068186177,114.61218158970736,114.72458415250681,114.14273657912679,115.64650992813969,117.34000286522618,119.07744743577243,119.18194972710818,118.18438910139957,1,4,7,6,481267,"SUR",740,"South America","South America","Latin America & Caribbean",116.3545594115669
"Sweden","SWE",130.81879194913805,130.87035689167968,129.96520858013693,129.31058683782,131.39199545987518,128.36486891401506,128.04990096979282,127.79165967892936,127.11882525803929,126.3149668541911,122.65252227369932,122.03782490844819,120.08427420361772,119.3077330683618,117.78088380717472,115.9244025823409,113.68746389693719,112.67921212979387,1,4,2,4,9059651,"SWE",752,"Europe","Northern Europe","Europe & Central Asia",124.11952657022174
"Switzerland","CHE",133.18001772561388,130.18413792979612,129.42408919146305,128.64162795072431,125.10771211321455,123.08243790717303,122.53399435141954,121.63268027263982,119.31141711887263,119.66169865015185,118.13451821824812,115.17875294213707,114.66693865377431,113.07239794153138,109.9207199322466,108.08100334499643,104.8482601277656,102.82407354446796,5,2,7,3,7604467,"CHE",756,"Europe","Western Europe","Europe & Central Asia",118.86035988423535
"Syria","SYR",75.3933354229462,73.15055382970634,71.666468239883628,69.058511635885139,68.050680648450253,67.156577069461761,67.022825072056989,67.705930514156648,68.208472336178147,68.429328244959208,68.904548407949434,68.655530834879329,68.777783754627976,69.1372111158182,69.504168669110342,69.707237195379918,69.7782915705952,69.571612815894071,2,6,2,6,20178485,"SYR",760,"Asia","Western Asia","Middle East & North Africa",69.437725965441047
"Taiwan","TWN",147.29276098530167,148.22327354586619,146.5228500405596,146.96108654033088,148.75147816157693,150.27793813723142,147.80967374624453,147.22468949014217,146.88614040602468,144.18490866301912,143.23834937238561,146.54218348322962,144.61931783766752,141.72948993167444,142.89785423526214,138.80487962801027,140.5146015129794,140.40760828167464,1,5,7,2,22974347,"TWN",158,"Asia","Eastern Asia","East Asia & Pacific",145.16050466662116
"Tajikistan","TJK",81.254943258677912,80.060664639374735,79.170577155462013,78.54396775650514,78.299992008702858,80.107898265405311,81.693274419242272,82.674228482667843,83.002717762773642,83.945071138394738,84.201969055962735,84.40802460207523,83.905043940115348,83.414292056014,83.867647783176409,85.302604317520633,86.238433277542384,86.121239064838377,3,6,2,5,7349145,"TJK",762,"Asia","Central Asia","Europe & Central Asia",82.56736605469176
"Tanzania","TZA",117.40617506466019,113.74630405594775,111.10771556781125,109.7361422460106,108.37071116407212,107.18857015755538,106.44995904457507,106.12593432380044,105.64521680214501,105.28350438544771,104.91617838786101,105.3147588564692,106.11800383500706,106.91246995012909,107.2373433628361,107.751015804667,108.02248512208349,108.37171903877102,3,6,2,2,41048532,"TZA",834,"Africa","Eastern Africa","Sub-Saharan Africa",108.09467817610275
